,variance,skewness,curtosis,entropy,class
0,,-0.16545537697886714,,,0.0
1,,0.06651054032655092,0.7781120064104271,,0.0
2,,-1.1829132247404222,0.4597709267899323,0.46330312130579643,0.0
3,,-0.7345658140032092,,,0.0
4,1.2597842048600547,-0.29259353822418277,-0.12126550540187316,,0.0
5,,0.35726803778864624,-0.3991982474086491,,1.0
6,,0.15008043026165072,,,1.0
7,-0.7900899585478439,0.013027864502838646,,,0.0
8,,1.7147011363351226,0.36655343265268475,,0.0
9,0.6262293878270272,0.2797053220020657,,0.7090320498758873,0.0
10,,0.6306714765994634,,,0.0
11,-0.27244812717025035,1.0690925027037952,-1.0166473461050924,-0.6165866563401502,0.0
12,,-1.4382609121931538,,,1.0
13,,-2.389499505779635,2.3313290358118426,-0.7239112214848463,1.0
14,,-0.5844035747464887,,0.7858615375693203,1.0
15,,-0.18953712838736173,0.8942000456486507,,0.0
16,,-1.10500821982857,0.1520864533011178,1.2565948136984766,1.0
17,,0.025076441712404512,,,1.0
18,-0.3029085186539701,0.18869064359230509,-1.0940245405225975,,1.0
19,,-0.35669402271382505,,0.7407390084010602,1.0
20,,-2.5074181094357555,,-0.7568253455933693,1.0
21,,1.1749796436066138,-0.10906491499975704,-1.4177956573830035,0.0
22,,0.664660786738949,,,0.0
23,,0.8881242421726167,,0.6754954810134496,0.0
24,,0.10157806121064256,-0.9972029332468696,-0.020218565221971935,1.0
25,-1.5581396663327916,0.3590308267837958,,-0.4543737810775162,1.0
26,-0.464089129272841,0.24641770456938722,,,1.0
27,,0.08032190653126633,,,0.0
28,0.5246829018655484,0.8551960283214732,-0.1910340165270302,,0.0
29,,-0.9778649242463752,,,1.0
30,,0.8307565847770698,,0.8065955495614656,0.0
31,,1.2383715896069432,-0.8248729309587743,,0.0
32,,0.11254842767560247,0.14636881702587373,0.6700113654922158,0.0
33,0.6782999520319858,-0.29188499973487025,0.759045802955625,1.2529167310617073,0.0
34,,-2.673154503892341,3.591567263233924,,1.0
35,,0.7202656551393462,-0.5776352191813922,-0.008052599577274463,0.0
36,,0.1359267749316635,-0.024047890633151412,,0.0
37,,1.0181085374945669,,,0.0
38,,1.4218214462963423,-1.2299574496344312,-1.5305901915772537,0.0
39,-0.9844037978027983,-0.4788741259795792,0.2853496489770396,0.5962290277986291,1.0
40,,1.4420165046873763,,,0.0
41,,0.9692296504057596,-0.8406909830665508,,0.0
42,0.3417783807742744,0.285010803443778,,-0.17757448520784694,1.0
43,,-0.029107926818114825,-0.16606329685647017,,1.0
44,-0.6700966310693867,-1.9871899823914734,1.786329285482451,,1.0
45,,-1.2838542877830639,,,1.0
46,0.5748696845668464,0.9692296504057596,-0.42569515326007196,,0.0
47,1.0759200214933309,1.4115527725381896,-1.2707373223679812,,0.0
