,variance,skewness,curtosis,entropy,class
0,,-1.6029750306010757,,,1.0
1,,-0.42515124357582984,,,1.0
2,0.1347360627090074,0.9144869725459318,,,0.0
3,,-0.0011749534635651052,-0.8222717948138594,0.35497934680254023,1.0
4,1.1723939359411146,-0.9269051836790052,,,0.0
5,,-2.467590654286441,,-0.8724606633128518,1.0
6,,-0.23139344133525847,,,0.0
7,,-1.1734443926685323,0.48326904042395386,,1.0
8,,1.376303305965533,,,0.0
9,,-0.0751434283632272,,,0.0
10,,-0.31195296377827114,,,1.0
11,,-0.26750677047127547,-0.105036721188266,,0.0
12,0.6176710648895039,0.7137753282004559,,-0.3885490622026109,0.0
13,,-0.47341701588842017,0.9218881108117106,,0.0
14,,0.642944808111646,-0.14221260114515094,-0.057237506790351375,0.0
15,,0.2293892128525323,-1.0965673828990208,,1.0
16,0.044767184556882895,0.2922322116046273,,,1.0
17,,-1.541860424071001,,,1.0
18,-0.9692204862063887,1.8120930730127711,,,0.0
19,-1.194211771494665,-2.061670189716834,,-0.43884939956277164,1.0
20,,-0.2286162674251192,0.7619035069744083,,0.0
21,,1.1124130527277636,-0.6965135567426735,,0.0
22,,1.5013180831893267,,,0.0
23,,-0.7286434933569753,0.337731978710447,,0.0
24,,0.834276149038585,-0.40364156824945596,0.8094127146491775,0.0
25,,-0.38070639270939494,,1.2239679750366794,0.0
26,-1.5033200197304235,0.6724617199420693,-0.1843343409696548,,1.0
27,,0.2523113854280628,,0.8990277956900402,0.0
28,,1.258588049291048,-1.1616274807376468,-2.187780951722818,0.0
29,,-1.451933687004919,,,1.0
30,,0.9849651019875337,,0.1271970635302385,0.0
31,,-0.2043097030212715,,,1.0
32,,-1.6946469403961877,,,1.0
33,0.8019683943863493,0.21965651878678732,,,0.0
34,-0.4709786149162291,-0.29216052356515804,,,1.0
35,,-0.13243207929504358,-0.1352911668273773,,0.0
36,,0.36967425145533983,,,1.0
37,,1.1665805293557379,,,0.0
38,,-1.0640690479779704,,1.254595291562644,1.0
39,-1.6322763329472416,0.7120469359784356,,,1.0
40,,0.31376160209833565,,,1.0
41,,-0.9904529637255163,0.3260539334793918,,0.0
42,,0.897471538437888,,,0.0
43,,0.32382990630427877,,1.0909962387619074,0.0
44,,1.0214291437200576,,-0.37294477976821433,0.0
45,,-0.15604393070868117,,,0.0
46,,-0.472374946403105,,0.7851299473422413,1.0
47,,-0.18868369489364775,,,1.0
48,,-2.3234964405923852,,-0.6232839698833615,1.0
49,,-1.7852784587566861,1.6992397303223887,,1.0
50,,1.2530337014707693,,,0.0
51,,-0.6279436707905341,-0.3464906919536811,0.5550226706986253,1.0
52,,-0.390427340420233,,,1.0
53,1.742351131699025,0.21445456161371668,,1.3083831189797759,0.0
54,0.42960833540856175,0.7214272393969725,,,0.0
