,variance,skewness,curtosis,entropy,class
0,,-1.0968141504322917,,,1.0
1,,0.8083886508700081,,,0.0
2,,-0.5359753041738015,,,1.0
3,,0.018164421107704106,,,0.0
4,,0.35944552834130783,,,0.0
5,,1.1693760555968238,,,0.0
6,,0.03363701016622244,,,1.0
7,,1.239733828700284,,,0.0
8,1.084780844783644,0.7482155819929793,,,0.0
9,,1.5803178192839984,,,0.0
10,,1.4022810280403224,,-1.3735448139326878,0.0
11,,-0.21862400116103142,,,0.0
12,,0.08150001917691366,,,1.0
13,,-0.031092821202765714,,,1.0
14,,-0.7400434512950504,,0.9060787502968216,0.0
15,,-1.1182717409727865,,,0.0
16,,-0.1366464837030752,-0.19288185404985778,,0.0
17,,-1.5059876182270644,,,1.0
18,,-1.466932082988145,,,1.0
19,,0.3218012292472864,,,1.0
20,,0.7390680513188223,-0.5309946046922189,,0.0
21,,-0.9145606535990417,,,1.0
22,,-0.3009534775129561,,,0.0
23,,0.18140873709763186,,,0.0
24,,-0.29321378241467305,,,0.0
25,,1.4716016275915083,,,0.0
26,,-0.30974904929314456,,0.9329489411360552,1.0
27,,1.686568598434197,,,0.0
28,,0.3622509977859842,,,1.0
29,,1.420576089388636,,,0.0
30,,-0.13946895599287085,,,1.0
31,,-0.7069729175381075,,,1.0
32,,-0.18801377909284406,,,0.0
33,,-0.5254335401998659,-0.11145972860001015,,1.0
34,,-0.23691906250934536,,,1.0
35,1.1641178217509776,1.517339280962293,-1.2925713910783518,,0.0
36,0.035827154896122974,-0.29075007015689364,,0.8759176396199548,1.0
37,,1.7337174879498796,,,0.0
38,,0.22680633356603172,,,1.0
39,-0.6349815903499758,-1.4525136703270203,,,1.0
40,,0.5427532015719516,,,0.0
41,-1.0179680043433614,-0.5852325464842713,,,1.0
42,,0.18071162044774255,,0.768983949277267,0.0
43,,1.8030210846559462,,,0.0
44,,-1.3645579525251355,,,1.0
45,,-0.830821641386731,,,0.0
46,0.30816484214657874,1.005060560364383,-0.28360950309438243,,0.0
47,,-0.31080492597505005,,,1.0
48,,0.14869526308819314,,,1.0
49,,0.2996295192117832,,,1.0
50,-0.2547415854619341,-0.470890113341821,,,0.0
51,,-0.18695790241093854,,,1.0
52,,-0.045171176961505445,,,1.0
53,,0.07973172328451153,,,0.0
54,,-2.1709688908409666,,,1.0
55,,-1.4609640843512879,1.007470389484663,,1.0
56,,-2.4802336407150207,,,1.0
57,,0.11457055293385664,,,0.0
58,,1.4096772656671963,,,0.0
59,,-1.4313961366889107,,,1.0
60,,-0.17464444197557705,,,0.0
61,,1.4835546277103415,,,0.0
62,1.4829430156916446,-0.3041194072741606,,1.0333219961838733,0.0
63,-0.7101217318873825,-0.6074042565197744,,,1.0
64,,0.30841999013843596,,,1.0
65,,-0.19856914534287498,,,0.0
66,,-0.3646359336225984,,,1.0
67,,-1.3117811212749808,,,1.0
68,,1.0413106261586258,,,1.0
69,,-0.3963003320881793,,,1.0
70,,-0.14332860183494078,,,0.0
71,,0.9565174375489218,,,0.0
72,,0.4924417828640882,,,1.0
73,,-1.7522738297794134,,,1.0
74,,-0.03461241014245064,,,1.0
75,,-0.6872666200448958,,,0.0
76,0.22533609810154648,0.22012421543416613,,,0.0
77,,-0.31150884376298704,-0.5961043257691271,,1.0
78,,0.02309524619228685,,,1.0
79,,-0.6130321982542464,,,0.0
80,,-0.454706805357318,,,1.0
81,,0.04455283673278144,,,1.0
82,,0.6155763872177031,,,0.0
83,,-1.58234739565762,1.2959705650054816,,1.0
84,,-1.4117068420408183,,,1.0
85,,-0.6957170340691634,,0.8221772579414881,1.0
86,,0.3911048259533529,,,0.0
87,-0.0914611849593801,-0.21967987784293685,,,0.0
88,,0.9526407888617325,,,0.0
89,,-1.8768366731230453,,,1.0
90,,-1.0116639020750833,,,0.0
91,,-1.9732258021040787,,,1.0
92,,-1.0961000309372833,,,1.0
93,0.5773330792803538,0.9332915511160251,,,0.0
94,,0.19021621086940377,,,1.0
95,,0.10542302225969961,,,1.0
96,,1.0212472689179102,,,0.0
97,,-1.1003337393719768,,,0.0
98,,0.27218692718931226,,,1.0
99,,-0.22953132630503084,,,1.0
100,,0.8720643058416027,-0.6680062589877176,,0.0
101,,-1.0911862086978197,,,1.0
102,-0.8927008604309111,-1.4827787346392867,,,1.0
103,0.48876306436718203,0.8150707690018737,,,0.0
104,,1.405460560077622,,,0.0
105,,1.390328027921489,,,0.0
106,,-0.19505125668770196,,,0.0
107,-0.22130519614360789,1.239733828700284,,,0.0
108,,0.43719953907164216,,,0.0
109,,0.13708231987174474,,,1.0
110,,0.12546937665529642,,,1.0
111,1.1988676191107699,-0.1479023671720193,,,0.0
112,,1.3646367289463006,,,0.0
113,,1.3020152503720996,,,0.0
114,,-0.3540807374010186,,,1.0
115,,1.5004554557588767,,,0.0
116,,0.03997907139570297,0.3033331414302145,,0.0
117,,0.8256295358209285,,,0.0
118,,0.218355919541764,,,0.0
119,,0.6511123335169374,,,0.0
120,,0.8636308946624544,,,0.0
121,,-0.014208995999349596,,,1.0
122,,0.7471614055955856,,,0.0
123,,-1.4577845523139883,,,1.0
124,,-1.3561075385008678,,,1.0
125,,-0.3685057811717399,,,0.0
126,,0.3369337614034197,,,0.0
127,,1.0173706202307207,,,0.0
128,,1.198212880919073,,,0.0
129,,-0.1595153103884676,,,1.0
130,,1.5588602287435036,,,0.0
131,,0.23418556834778662,,,1.0
132,,-0.3192485388612701,,,1.0
133,,0.25671433813079403,,,0.0
134,,-1.4117068420408183,,,1.0
135,,0.286605339850437,,,1.0
136,,-0.026161996118182936,,,0.0
137,,0.786216940834505,,,0.0
138,,0.24790686435902204,-1.1834521874953585,,1.0
139,-0.7454758735490844,-1.5721456885860696,,,1.0
140,0.42245306457434106,1.1679648194519259,,,0.0
141,,1.3590087872118288,,,0.0
142,,1.4504840939533985,,-1.263324444628446,0.0
143,1.1002923485326528,-0.10041342075395156,,,0.0
144,,-1.926093915433515,,,1.0
145,,-0.023356526673506545,,,0.0
146,-1.1080153053278674,1.383288850042119,,,0.0
147,,1.219687474304687,-0.41980589897230686,,1.0
148,,-2.032684751486099,,,1.0
149,,-0.032146997600159266,1.3141570989359803,,0.0
150,,0.7661705864389082,,,0.0
151,,0.8221099468812436,-0.418773559911,,0.0
152,,0.8185903579415588,,,0.0
153,,-0.5303473624393293,,,0.0
154,,1.1704302319942173,,,0.0
155,,1.2274237688339462,,,0.0
156,,-0.8360925233736987,,,0.0
157,,1.6165508822331218,-0.31605823531812266,-2.3716349992252357,0.0
158,,0.1641678521467114,,,0.0
159,,-1.8775337897729345,,,1.0
160,,-0.34457427666639423,,,0.0
161,,-1.0725340876020015,,,0.0
162,,0.07692625383983517,,,0.0
163,,0.6377480972532064,,0.3927927957758404,0.0
164,1.0487216347697144,0.8801576601183662,,,0.0
165,,-0.5729224866179335,1.3554989015313055,,0.0
166,,-0.8519221721797213,,,0.0
167,,1.502903865456049,,,0.0
168,,0.43332289038445293,,-0.6354203323088594,1.0
169,,1.2513467719167322,,,0.0
170,0.10471569037711087,0.6145222108203096,,,0.0
171,,0.9969672060876198,,,0.0
172,,-1.0007480755085243,,,0.0
173,,1.1246925786234323,,,0.0
174,,0.32214128614967136,,,0.0
175,,0.70530040091199,,,0.0
176,,-0.5908604882187433,,,1.0
177,,0.8256295358209285,,,0.0
178,,-0.21967137642037726,,0.33192350140786103,0.0
179,,-0.44309556242538156,,,1.0
180,,0.7081058703566665,-0.9784315795255436,,0.0
181,,1.025463974507484,,-1.1273195487613032,0.0
182,0.5508090793632175,1.1964615878717904,,,0.0
183,,0.8045120021828189,,,0.0
184,,1.383288850042119,,,0.0
185,-1.1395755077609158,1.5986128806323123,,-1.8457239566158077,0.0
186,-1.088541988933008,-0.40685569833821017,,,1.0
187,,0.5441644377168495,,,1.0
188,,0.6697644546127557,,,0.0
189,,-1.0922403850952134,,,0.0
190,,0.9575716139463155,,,0.0
191,,0.355925939401623,,,1.0
192,,0.8182332981940543,,,0.0
193,,-0.3167865268880025,,,1.0
194,,1.473012863736406,,,0.0
195,,1.4237556214259364,,,0.0
196,,1.2921536002029343,,,1.0
197,-0.22399456186178832,-0.5145177136333069,,,1.0
198,,-0.18519980822560803,,,0.0
199,,-0.7407405679449398,,,0.0
200,,0.23066597940810166,,,1.0
201,,-1.3286649464783968,,,1.0
202,-0.05255819925813211,1.3980643224507479,,,0.0
203,,-1.078519089083978,,,0.0
